,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213
0,0.0,10.0,950.0,1074.0,274.98686837334213,782.0,-0.3197528109794855,-1.432465982384265,325.8215859513497,1.0,84.0,9.0,9.0,437.75,750.4375,189.77777777777777,14365.728395061727,113.55555555555556,14542.913580246914,146.5,1860.75,9.0,1068.75,1096.0,357.88257501588424,1248.0,0.7317899046839483,0.0791481812492853,613.6840002216423,1.0,37.0,9.0,8.0,227.25,14473.9375,130.25,9091.4375,174.66666666666666,2264.0,9.0,1068.75,1096.0,358.05018852110663,1250.0,0.7275467330569092,0.0796112016311143,271.700206877286,1.0,77.0,9.0,8.0,499.25,18027.9375,226.5,9593.75,129.5,9043.75,224.44444444444449,19228.24691358024,9.0,1068.5,1095.0,358.0150136516624,1250.0,0.7298148074426684,0.0828495148745931,65.97544742704893,1.0,54.0,9.0,8.0,189.25,6514.9375,102.25,6335.4375,11.0,856.0,779.0,293.2930275338983,810.0,0.2269631501530455,-1.5575004467394202,93.85456865851587,1.0,-10.0,11.0,10.0,365.6,1809.44,140.4,6305.44,82.4,5499.04,172.72727272727272,1851.834710743802,10.0,950.0,828.0,397.79503376599473,1334.0,0.9032889699090932,-0.0082997293606585,395.6529254366282,1.0,24.0,10.0,9.0,400.8888888888889,3298.7654320987654,204.0,2210.6666666666665,118.88888888888889,2810.765432098766,199.6,1639.0399999999995,9.0,1068.5,1095.0,357.1522784471632,1246.0,0.7298807724577835,0.0790152747044983,256.3976405097148,1.0,87.0,9.0,8.0,437.75,2857.4375,283.25,10666.9375,159.25,8959.9375,111.33333333333331,1314.6666666666663,9.0,1068.75,1096.0,357.18613844884857,1246.0,0.7276121946438573,0.0758149262846954,166.38131241917426,1.0,35.0,9.0,8.0,238.5,14230.75,115.0,11295.0,9.0,1068.5,1097.0,357.4545425645057,1248.0,0.7237318942309758,0.075657562916835,303.1214910271535,1.0,26.0,9.0,8.0,214.75,9343.9375,88.5,9203.75,9.0,1068.75,1097.0,358.26099075952993,1250.0,0.7255705308020987,0.0733853257680379,1276.895548634493,1.0,77.0,9.0,5.0,108.88888888888889,2383.20987654321,10.0,950.2222222222222,1022.0,210.0929835296625,650.0,-0.338865208071348,-1.202183658159712,1120.8523122638494,1.0,54.0,9.0,9.0,96.66666666666669,5345.777777777777,10.0,950.2222222222222,1074.0,259.47373139481886,678.0,-0.3285941370199656,-1.5303117425088624,991.3094671399576,1.0,172.0,10.0,9.0,252.22222222222223,10656.395061728395,87.77777777777777,10339.061728395063,135.8,4315.56
1,0.0,17.0,574.5,582.0,104.91305924430952,378.0,0.1583125894682026,-0.6962953949082413,336.5694138735095,1.0,32.0,10.0,16.0,312.22222222222223,4083.061728395061,103.75,2232.9375,31.875,3983.234375,99.8,5173.959999999999,17.0,574.5,581.0,106.51408357583516,384.0,0.09953585133079,-0.7015886634170174,545.9283352472484,0.9411764705882352,19.0,9.0,15.0,83.0,1772.428571428571,-2.2857142857142856,2120.489795918368,34.666666666666664,1278.2222222222222,17.0,574.5,578.0,108.92543321006347,392.0,0.066099916799418,-0.7340170462104534,215.7178638123562,0.8823529411764706,-4.0,17.0,16.0,283.2,5493.759999999999,95.73333333333332,1188.728888888889,-7.066666666666666,3101.795555555555,28.23529411764705,1447.474048442907,13.0,766.3333333333334,703.0,258.0708343760595,824.0,0.5100592087694297,-1.095316164639576,-25.240559002245167,1.0,-75.0,13.0,11.0,157.2,4166.56,68.36363636363636,5335.140495867769,17.0,574.625,580.0,107.5888441010498,390.0,0.0299430462577393,-0.6887824309596033,180.57453483898348,0.9411764705882352,-13.0,17.0,16.0,357.3333333333333,2754.488888888889,122.66666666666669,2731.555555555555,41.333333333333336,2296.355555555556,102.3529411764706,2047.1695501730107,17.0,574.625,581.0,106.90818198341977,386.0,0.0788303749491647,-0.6986789461203076,379.8141788617799,0.9411764705882352,7.0,17.0,16.0,279.3333333333333,3852.088888888889,105.33333333333331,2380.0888888888885,3.6,2623.04,38.11764705882353,1660.9273356401386,17.0,574.625,581.0,105.38908565406572,382.0,0.1301499019647164,-0.6822709850722686,131.05998971616418,0.9411764705882352,-4.0,17.0,16.0,358.93333333333334,2091.662222222222,105.73333333333332,1887.395555555556,6.933333333333334,3005.7955555555554,75.76470588235294,2883.2387543252594,17.0,574.625,581.0,106.59436840190013,386.0,0.0828697614152995,-0.6915132866995024,1084.5410115355469,0.9411764705882352,-3.0,14.0,9.0,117.25,4288.9375,-1.25,3068.9375,17.0,574.625,580.0,106.63188723360382,386.0,0.083502351996514,-0.6942375198783335,1498.1666227345238,0.9411764705882352,-5.0,17.0,7.0,95.0,1315.0,-23.0,4035.0,17.0,574.625,581.0,106.58029543494426,384.0,0.0949128497588185,-0.6999548551917862,1642.4909889357557,0.9411764705882352,2.0,17.0,6.0,31.176470588235293,2193.439446366782,17.0,574.625,581.0,106.07949554461504,384.0,0.0959657957954426,-0.6927729373481424,1411.609438307604,0.8823529411764706,-15.0,16.0,3.0,3.75,848.9375,17.0,574.5,581.0,106.49060991467744,386.0,0.1087895173761984,-0.6825727738329426,912.9322508640292,0.8823529411764706,-15.0,15.0,4.0,158.0,3944.0,73.0,6555.0,-1.0666666666666669,697.5288888888889
2,3.0,16.0,593.6,594.0,4.687572221665851,18.0,0.3964210766920236,-0.3126119332642147,94.9098766640305,1.0,-2.0,16.0,15.0,329.6,1502.506666666667,76.26666666666667,1659.662222222222,0.1333333333333333,981.5822222222222,137.375,604.359375,16.0,593.7333333333333,594.0,3.567756842735907,14.0,-0.5034747838467425,-0.1820636060047977,255.1304621831228,1.0,0.0,16.0,15.0,93.33333333333331,2227.0222222222224,-2.1333333333333333,2167.182222222222,91.625,254.609375,16.0,593.7333333333333,594.0,3.785351884420904,14.0,-0.2799525138493095,-0.5838130891760875,164.44350695392333,1.0,0.0,16.0,15.0,396.0,2085.866666666667,98.4,2203.3066666666664,11.466666666666669,2309.5822222222223,106.125,528.234375,16.0,593.8666666666667,594.0,3.964284999284935,14.0,0.1437419579025999,-0.6077578264163321,228.081208422556,0.6875,11.0,0.0,15.0,125.8,1275.56,43.8,1481.16,16.0,593.7333333333333,594.0,3.567756842735907,14.0,-0.5034747838467425,-0.1820636060047977,274.34703442181194,0.8125,-3.0,4.0,15.0,217.3333333333333,1350.2222222222224,123.0,2219.0,68.5,2022.0833333333333,-15.333333333333334,0.888888888888889,16.0,593.7333333333333,594.0,3.7142368739157647,14.0,-0.3046696155062249,-0.4057883409501484,208.80205370692047,1.0,0.0,16.0,15.0,405.2,2445.76,88.26666666666667,2458.0622222222223,-3.866666666666666,2396.515555555556,88.25,1101.4375,16.0,593.7333333333333,596.0,7.113055289786209,28.0,-1.2419698268808117,1.474650963070813,28.604749886718736,0.9375,2.0,16.0,15.0,375.7142857142857,1935.3469387755104,142.14285714285714,2859.6938775510203,83.85714285714286,3235.122448979592,98.0,740.5,16.0,593.8666666666667,594.0,3.8964371189873215,16.0,-0.0685988688137946,-0.0315994712854235,20.485677366188217,0.9375,2.0,16.0,15.0,171.0,1892.428571428572,112.85714285714286,2006.122448979592,16.0,594.0,594.0,4.0,14.0,0.25,-0.7000000000000002,6.844699995973367,1.0,2.0,16.0,15.0,90.0,1492.8,-0.6666666666666666,2230.2222222222217,16.0,593.8666666666667,594.0,3.7570674142947658,14.0,0.1567937802887074,-0.4531245043113032,194.2245607613648,1.0,0.0,16.0,15.0,82.375,49.109375,16.0,593.8666666666667,594.0,3.7570674142947658,14.0,0.217133461984763,-0.3803177483519362,257.6222270030638,1.0,-2.0,16.0,15.0,81.125,107.984375,16.0,593.7333333333333,594.0,3.714236873915765,14.0,0.1324891859717149,-0.0784753958975472,338.6328332716839,1.0,-4.0,16.0,15.0,122.4,2058.773333333333,12.533333333333331,1360.7822222222223,95.5,68.75
3,3.0,23.0,420.09090909090907,420.0,3.5917720482069835,12.0,-0.0210136089930632,-0.8561415114820279,254.05978716121305,0.8260869565217391,9.0,10.0,0.0,0.0360698854029682,0.0360698854029682,0.013526207026113,0.013526207026113,0.0132444110464024,0.0132444110464024,-21.8,1.16,23.0,420.0,420.0,3.861229196653691,14.0,-0.2274013625631858,-0.7685901249256393,224.422197247542,0.9565217391304348,2.0,13.0,0.0,0.0231072703362765,0.0231072703362765,0.0224497463836182,0.0224497463836182,-10.307692307692308,873.7514792899408,23.0,420.1818181818182,420.0,3.242282636386729,12.0,-0.0190450920257723,-0.7375697163878012,188.23053733902967,0.9565217391304348,1.0,13.0,22.0,295.45454545454544,54.61157024793388,95.14285714285714,216.21768707483,49.42857142857143,353.57823129251705,92.76923076923076,47.10059171597633,23.0,420.09090909090907,420.0,3.642041022547296,12.0,-0.2480239797763502,-0.5939453227356153,164.40056112594309,1.0,0.0,8.0,22.0,135.0,2964.2727272727275,61.54545454545455,270.8842975206611,23.0,420.1818181818182,422.0,3.5628941713209863,12.0,-0.4748278456469388,-0.5989176432291634,180.8894076777693,0.8260869565217391,-12.0,19.0,2.0,306.0,0.0,14.0,0.0,-14.0,0.0,54.31578947368421,2214.8476454293627,23.0,420.1818181818182,420.0,3.9958656319701658,16.0,0.250965211560022,-0.1027223743939931,170.77612439241852,0.8260869565217391,0.0,5.0,22.0,257.5,5420.75,81.33333333333333,131.55555555555557,42.11111111111112,192.20987654321,66.0,1950.4,22.0,419.9047619047619,420.0,3.877956775524254,14.0,0.184739308152274,-0.7384112705732093,50.47271498576394,0.1818181818181818,0.0219800864174337,0.0,19.0,0.0465902686455006,0.0465902686455006,53.333333333333336,491.5555555555556,17.333333333333332,640.8888888888889,0.0341912455382303,0.0341912455382303,23.0,420.1818181818182,421.0,3.712832337574934,12.0,-0.1328184851019075,-1.0441833583492908,151.88396838429827,0.0,0.0357880894232575,0.0,22.0,0.0326883336464399,0.0326883336464399,0.0320308096937817,0.0320308096937817,23.0,420.09090909090907,420.0,3.642041022547296,12.0,-0.2480239797763502,-0.5939453227356153,373.07888591112993,0.1304347826086956,14.0,0.0,19.0,17.0,1.0,-16.0,0.0,23.0,420.09090909090907,421.0,3.740552838443815,12.0,-0.2744173617353386,-0.7738957780709272,565.7137078538592,0.217391304347826,-11.0,0.0,7.0,0.0459327446928423,0.0459327446928423,23.0,420.09090909090907,420.0,3.883638066053423,14.0,-0.0267815797638727,-0.5486832051041466,502.97323911966777,0.7391304347826086,-3.0,1.0,6.0,-22.0,0.0,23.0,420.1818181818182,421.0,4.130115160582017,16.0,-0.2457072296722709,-0.5738687578871446,325.3699992271379,0.7391304347826086,-9.0,6.0,4.0,40.66666666666666,1120.888888888889,5.333333333333333,1504.8888888888887,12.0,1464.0
4,1.0,9.0,1068.75,1075.0,25.118469300496795,76.0,-0.276816018031788,-1.2713985046957323,461.1308139623259,1.0,-1.0,9.0,8.0,427.25,27.9375,133.0,157.0,36.5,101.75,125.11111111111111,169.87654320987656,9.0,1068.5,1074.0,23.82750511488771,72.0,-0.1368820935700269,-1.301781639382787,45.83462092965979,1.0,-3.0,9.0,8.0,88.25,38.4375,-44.75,30.9375,162.44444444444446,278.9135802469136,9.0,1068.75,1075.0,24.391340676559786,74.0,-0.219830486607868,-1.2872643420508825,136.51134621625422,1.0,-2.0,9.0,8.0,320.0,4175.0,133.0,5688.0,48.25,4465.4375,-26.88888888888889,5.432098765432098,9.0,1069.0,1075.0,24.31049156228644,74.0,-0.2630937786637198,-1.2472880002061375,135.46805106029967,1.0,2.0,5.0,8.0,244.5,6833.75,140.0,10315.0,9.0,1068.75,1076.0,24.89854413414568,76.0,-0.2783369363713389,-1.2562607407326698,462.490215168968,1.0,17.0,9.0,8.0,417.5,13.75,121.25,20.9375,48.5,64.75,49.77777777777778,4552.395061728395,9.0,1068.75,1075.0,24.67665901211102,76.0,-0.2666968202476965,-1.2135587988076908,87.86078544869173,1.0,2.0,8.0,8.0,472.2857142857143,4799.34693877551,129.5,9118.75,-1.0,16066.0,169.25,5031.9375,9.0,1068.5,1075.0,24.611988948477936,74.0,-0.2338733170606708,-1.318012532599185,190.4944779216016,1.0,3.0,9.0,8.0,424.25,2441.4375,51.5,55.75,-29.0,5.0,59.55555555555556,3148.246913580248,9.0,1068.75,1076.0,24.89854413414568,76.0,-0.2783369363713389,-1.2562607407326698,739.1573250714549,1.0,-12.0,9.0,8.0,108.5,6867.75,-15.5,9926.75,9.0,1068.75,1075.0,23.76841391426866,72.0,-0.2942082833174448,-1.2718124840666292,1194.3581490085992,1.0,-24.0,9.0,7.0,209.42857142857144,10276.244897959185,135.14285714285714,15114.12244897959,9.0,1068.75,1075.0,24.49362161869902,74.0,-0.2431689877747113,-1.2934202080574488,1214.6756996585557,1.0,-17.0,9.0,8.0,157.33333333333334,736.0,9.0,1068.75,1075.0,23.85241077962561,72.0,-0.2855843490585303,-1.2927111741998325,1082.315736806796,1.0,1.0,9.0,8.0,134.66666666666666,29.33333333333333,9.0,1068.75,1076.0,24.89854413414568,76.0,-0.2783369363713389,-1.2562607407326698,877.5125138378825,1.0,2.0,9.0,8.0,122.0,671.0,19.75,569.4375,136.44444444444446,43.358024691358025
5,3.0,19.0,510.77777777777777,512.0,7.091117726937267,30.0,-0.059890950800758,-0.2698506973971049,150.55331230438992,1.0,0.0,19.0,18.0,309.22222222222223,1524.5061728395062,85.0,1822.7777777777776,-9.22222222222222,1408.9506172839508,61.578947368421055,1179.1911357340718,19.0,510.8888888888889,511.0,6.83852557930183,26.0,0.2943823035358998,-0.616913969418242,261.2148232664778,1.0,3.0,19.0,18.0,109.88888888888889,1485.5432098765434,3.0,1279.6666666666667,99.26315789473684,815.6675900277008,19.0,510.6666666666667,510.0,7.571877794400365,30.0,0.0238882028847962,-0.6742383270236165,211.14612693646183,1.0,-1.0,15.0,18.0,238.13333333333333,2642.915555555556,147.22222222222223,495.1728395061728,93.33333333333331,386.6666666666667,94.53333333333332,2810.915555555556,19.0,510.77777777777777,512.0,7.122386893572154,28.0,0.129919934609963,-0.5823648010786142,241.6680814027204,0.5263157894736842,-2.0,1.0,18.0,97.0,297.0,18.0,760.0,19.0,510.8888888888889,512.0,7.187094057242769,28.0,0.146646499348245,-0.7472553184488686,61.27161866835378,1.0,0.0,19.0,18.0,291.44444444444446,1045.2469135802469,80.33333333333333,777.8888888888889,21.666666666666668,917.0,83.05263157894737,428.78670360110806,19.0,510.8888888888889,512.0,6.870944370551247,28.0,0.1221632702391221,-0.3833113040738101,212.84353804735176,1.0,-3.0,19.0,18.0,284.6666666666667,2430.222222222222,101.44444444444444,1573.2469135802469,11.0,1697.0,107.26315789473684,1314.6149584487534,19.0,510.77777777777777,512.0,7.184516960145428,30.0,0.0418870340090015,-0.3839046824105661,63.48249109552159,1.0,2.0,19.0,18.0,249.66666666666663,1870.3333333333333,86.66666666666667,1145.7777777777778,10.333333333333334,1948.1111111111115,21.68421052631579,1278.426592797784,19.0,510.8888888888889,512.0,6.9032109186706965,28.0,0.1573863148157397,-0.5027249053665899,204.268036174984,1.0,2.0,19.0,18.0,91.11111111111111,1435.654320987654,-13.22222222222222,2958.728395061729,19.0,510.8888888888889,512.0,6.9032109186706965,28.0,0.0763246901861775,-0.5549142258852604,276.7757379274314,1.0,4.0,19.0,18.0,94.88888888888889,1109.432098765432,-13.22222222222222,1725.8395061728395,19.0,510.8888888888889,513.0,7.248669524577818,30.0,-0.0663273853145964,-0.36110365198711,328.05704009974653,1.0,5.0,19.0,18.0,56.0,975.157894736842,19.0,510.8888888888889,513.0,6.870944370551247,28.0,0.1468259742004425,-0.4678620822464618,347.0241605366984,1.0,0.0,19.0,18.0,69.26315789473684,483.8781163434903,19.0,510.8888888888889,512.0,6.870944370551247,28.0,0.0810587636369213,-0.433829064617218,309.2100056265442,1.0,1.0,19.0,18.0,93.66666666666669,1358.3333333333333,-12.333333333333334,1217.4444444444443,80.3157894736842,877.584487534626
6,2.0,13.0,762.1666666666666,759.0,8.10178306849109,24.0,0.646573411432507,-0.9894230939711028,410.3315155117615,1.0,0.0,13.0,12.0,405.6666666666667,693.888888888889,77.33333333333333,752.2222222222222,2.833333333333333,804.3055555555557,130.30769230769232,83.59763313609467,13.0,762.1666666666666,758.0,8.503267345882731,26.0,0.644905131130342,-1.00215080297578,200.1388909912361,1.0,-2.0,13.0,12.0,72.16666666666667,20.30555555555556,-35.0,13.0,123.53846153846152,181.01775147929,13.0,762.1666666666666,766.0,25.78705532282083,86.0,-0.3760173838502417,-0.4095009950700756,25.19461856743878,1.0,9.0,13.0,12.0,245.3333333333333,4085.555555555555,190.54545454545453,1424.7933884297522,127.0,3765.0,64.3076923076923,3182.674556213017,13.0,762.1666666666666,759.0,8.424501304066741,26.0,0.5438583240061623,-1.1339524588217618,284.5857454617501,1.0,-11.0,3.0,12.0,198.72727272727272,478.74380165289256,121.83333333333331,2042.9722222222224,13.0,762.1666666666666,759.0,8.019074482479606,24.0,0.4431299058795714,-1.2786158446417075,311.5232952205696,1.0,-4.0,13.0,12.0,392.0,1493.3333333333333,210.5,3918.0833333333335,163.16666666666666,5058.972222222223,134.30769230769232,314.9822485207101,13.0,762.3333333333334,768.0,80.70453656531473,244.0,-0.1276445588200836,-0.9885002064356408,125.59229247793218,1.0,-16.0,13.0,12.0,237.16666666666663,3356.972222222222,108.33333333333331,1582.5555555555554,44.16666666666666,1643.6388888888887,35.4,4015.24,13.0,762.3333333333334,762.0,11.967548714010826,44.0,0.656978788292378,-0.0336089643164387,177.9327782621438,1.0,1.0,12.0,12.0,378.54545454545456,12547.702479338845,61.5,514.75,-12.166666666666666,625.6388888888888,134.66666666666666,9636.888888888889,13.0,762.1666666666666,759.0,8.620067027323834,28.0,0.5425433595569896,-0.9560531749497678,374.9095652693613,1.0,1.0,13.0,12.0,70.66666666666667,218.8888888888889,-45.5,310.0833333333333,13.0,762.3333333333334,758.0,8.399735445569434,24.0,0.4703310233493988,-1.333503627007262,651.6521331174097,1.0,0.0,13.0,12.0,77.5,38.083333333333336,-35.666666666666664,14.555555555555555,13.0,762.1666666666666,759.0,8.424501304066741,26.0,0.5438583240061623,-1.1339524588217618,781.4030478056134,1.0,-2.0,13.0,12.0,124.76923076923076,24.946745562130182,13.0,762.1666666666666,758.0,8.463975950396414,24.0,0.6808653525566115,-1.017295569353135,646.4645291994714,1.0,-2.0,13.0,12.0,116.6153846153846,85.77514792899409,13.0,762.1666666666666,758.0,8.463975950396414,24.0,0.6808653525566115,-1.017295569353135,450.5682091382961,1.0,-2.0,13.0,12.0,72.33333333333333,23.222222222222225,-34.666666666666664,15.555555555555552,120.3076923076923,178.36686390532537
7,3.0,20.0,468.0,468.0,3.178877656956105,10.0,0.4718646522044218,-0.8229166666666665,325.5044412277514,1.0,0.0,14.0,19.0,305.2307692307692,45.869822485207095,106.10526315789474,81.88365650969529,29.05263157894737,4.786703601108033,73.28571428571429,38.06122448979591,20.0,468.0,468.0,3.1119464208619965,10.0,0.5867989706634862,-0.7551984877126654,160.36025063885586,1.0,0.0,20.0,19.0,79.36842105263158,1463.180055401662,-39.36842105263158,1656.443213296399,96.6,20.840000000000003,20.0,467.89473684210526,468.0,3.1438283206459112,12.0,0.899972933612885,0.2085553701059779,157.52471306333285,1.0,0.0,20.0,19.0,235.7894736842105,88.797783933518,157.1578947368421,7.711911357340721,85.78947368421052,2.481994459833796,21.0,1113.8,20.0,467.89473684210526,468.0,3.275020881285062,12.0,0.6598246598299743,-0.0885356191516937,125.87116392771928,1.0,0.0,0.0,19.0,86.10526315789474,264.6204986149584,-45.68421052631579,86.42659279778394,20.0,468.0,468.0,3.1119464208619965,10.0,0.5867989706634862,-0.7551984877126654,258.1788612455902,1.0,0.0,11.0,19.0,271.8181818181818,3724.6942148760336,95.15789473684212,4.764542936288089,36.8421052631579,10.65927977839335,61.81818181818182,1776.3305785123966,20.0,468.42105263157896,470.0,9.120917483130302,36.0,-0.1962990079188859,0.161290219574703,52.25229969195409,1.0,2.0,19.0,18.0,281.8888888888889,35.76543209876544,153.55555555555554,7.80246913580247,56.55555555555556,381.6913580246914,72.73684210526316,3105.772853185596,21.0,468.3,468.0,3.809199390948181,12.0,0.6968150264152837,-0.562746004205382,212.2267432955899,0.9523809523809524,0.0,7.0,20.0,387.1428571428572,999.8367346938776,39.5,149.55,-22.2,179.56,90.85714285714286,48.97959183673469,20.0,467.89473684210526,468.0,3.07613456762157,10.0,0.4353944559174268,-0.9442299359948207,297.0824548673453,0.95,1.0,7.0,18.0,57.66666666666666,1024.5555555555557,-12.555555555555555,1196.358024691358,20.0,467.89473684210526,468.0,3.275020881285062,10.0,0.4440667774036884,-0.906832695854106,346.3000314657065,0.95,0.0,19.0,18.0,67.33333333333333,1484.8888888888887,-40.888888888888886,1869.432098765432,20.0,467.89473684210526,468.0,3.275020881285062,10.0,0.4440667774036884,-0.906832695854106,382.49632638629566,1.0,0.0,20.0,19.0,83.7,5.3100000000000005,20.0,467.89473684210526,468.0,3.1438283206459112,12.0,0.899972933612885,0.2085553701059788,390.34446375354617,1.0,2.0,20.0,19.0,83.2,4.960000000000001,20.0,468.0,468.0,3.244428422615251,12.0,0.6657567123206493,-0.1576000000000004,414.11498966972505,1.0,2.0,20.0,19.0,131.57894736842104,10.770083102493077,22.63157894736842,100.23268698060944,81.6,19.040000000000006
8,1.0,9.0,1020.5,1014.0,21.041625412500814,56.0,0.1504640370252679,-1.5370204636401577,435.7448171659064,1.0,-4.0,9.0,8.0,504.5,1948.75,127.5,2258.75,9.75,1424.4375,147.77777777777777,939.9506172839508,9.0,1020.5,1014.0,20.56088519495209,56.0,0.1302042255605798,-1.498668464661944,731.5996149513788,1.0,-4.0,9.0,8.0,109.0,2379.0,-19.0,2289.0,122.22222222222224,7852.839506172841,9.0,1020.75,1015.0,20.950835305543308,56.0,0.1186337564080418,-1.5140129979952974,303.5411731458098,1.0,-8.0,9.0,8.0,480.25,17591.4375,206.25,147.4375,98.25,144.4375,287.77777777777777,17306.172839506173,5.0,1500.5,1062.0,861.242561651478,2094.0,1.1259138923984688,-0.68852742552281,70.7392550881048,1.0,-1.0,5.0,4.0,202.0,6566.0,70.0,4710.0,9.0,1020.0,1014.0,26.645825188948457,66.0,0.2036098365955752,-1.6775798452687958,95.76002077887831,1.0,-11.0,9.0,8.0,471.5,857.75,116.25,3049.4375,44.0,1322.0,192.66666666666663,404.44444444444446,9.0,1020.5,1015.0,20.82666559965853,58.0,0.0503953798230739,-1.4121595561793554,517.2835895687463,1.0,-5.0,9.0,8.0,456.75,1869.9375,184.25,2234.4375,56.5,2246.75,185.3333333333333,501.3333333333333,9.0,1020.75,1016.0,21.23528902558192,58.0,0.0396801541812992,-1.4368219362813957,66.51015947025459,1.0,-2.0,9.0,8.0,525.25,2002.9375,93.5,2019.75,11.25,2110.9375,143.33333333333334,913.7777777777778,9.0,1020.25,1014.0,21.411153635430296,58.0,0.1019956522643114,-1.4826159698785693,671.2335479445386,1.0,-11.0,9.0,8.0,112.5,1800.75,-18.25,1635.4375,9.0,1020.5,1014.0,20.56088519495209,56.0,0.1302042255605798,-1.498668464661944,1087.6303663639983,1.0,-9.0,9.0,8.0,75.75,48.4375,-57.25,38.9375,9.0,1020.5,1014.0,21.71980662897348,60.0,0.1155780945087393,-1.4870332784856304,1477.4003901069284,1.0,-6.0,9.0,8.0,63.0,4522.0,9.0,1020.5,1014.0,20.56088519495209,56.0,0.1302042255605798,-1.498668464661944,1418.2536862275422,1.0,-7.0,9.0,7.0,88.0,4586.666666666667,9.0,1020.5,1014.0,21.041625412500814,56.0,0.1504640370252679,-1.5370204636401577,1162.4970506110371,1.0,-5.0,9.0,7.0,88.28571428571429,1379.9183673469386,-30.571428571428573,1569.9591836734694,134.0,632.8888888888889
9,1.0,9.0,1133.5,1132.0,24.346457647879703,72.0,0.3109373710073573,-1.0428737800937484,614.4032578201843,1.0,0.0,8.0,8.0,545.5,25.75,122.75,22.9375,31.75,6.4375,91.75,1501.4375,9.0,1133.75,1132.0,23.98827838757921,70.0,0.358496204101118,-1.063050578874794,472.3190328530211,1.0,1.0,7.0,8.0,69.0,1224.0,-23.5,1414.75,197.7142857142857,13000.489795918367,9.0,1133.25,1131.0,25.47425170637992,74.0,0.4003056259779737,-1.075521594026508,337.91398879454846,1.0,3.0,7.0,8.0,559.7142857142857,213.061224489796,255.5,4379.75,179.25,6157.9375,330.2857142857143,1830.204081632653,9.0,1133.75,1131.0,25.50367620559828,72.0,0.3707885690445782,-1.175472481587733,194.15978637791355,1.0,0.0,8.0,8.0,198.0,8034.0,124.25,9183.4375,9.0,1133.5,1132.0,24.160918856699137,70.0,0.3669720182789538,-1.089435230571005,378.2081209011415,1.0,-2.0,8.0,8.0,534.5,465.75,125.0,624.0,42.25,595.4375,108.5,2131.75,9.0,1132.0,1131.0,27.712812921102035,84.0,0.2489259217258005,-1.0340576171875,230.84940180498097,1.0,0.0,7.0,8.0,595.1428571428571,30992.97959183673,49.0,88.0,-42.25,40.4375,250.57142857142856,32733.38775510204,9.0,1133.75,1131.0,24.70703341156117,72.0,0.3676440188892529,-1.098772422319747,910.9766265861892,1.0,0.0,3.0,8.0,590.0,354.6666666666667,170.0,4294.0,100.25,3471.4375,188.66666666666663,160.88888888888889,9.0,1133.75,1137.0,20.010934510911778,68.0,-0.1356094861123777,-0.63963377616213,919.8014572564208,1.0,6.0,7.0,8.0,229.75,4.4375,147.75,2.4375,9.0,1133.75,1131.0,24.07150805412905,70.0,0.3558658644736475,-1.089183996345099,1516.0392729970242,1.0,0.0,9.0,8.0,82.0,1316.0,-1.75,1366.4375,9.0,1133.75,1131.0,24.40158806307491,72.0,0.4118203714946325,-1.0450303777183945,1843.388297771501,1.0,0.0,8.0,8.0,47.5,3684.75,9.0,1133.75,1132.0,23.98827838757921,70.0,0.358496204101118,-1.063050578874794,1838.9690354558904,1.0,7.0,8.0,7.0,100.25,1033.4375,10.0,1007.7777777777778,1132.0,245.44099891953115,620.0,-1.3141608295321456,-0.2371770600716702,1116.052893619155,1.0,2.0,8.0,6.0,95.66666666666669,2415.222222222222,-4.0,3508.0,151.25,5289.9375
