,0,1,2,3
0,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
1,0.2658164963461317,0.22298506518192482,0.23891736070429387,0.27228107776764965
2,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
3,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
4,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
5,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
6,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
7,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
8,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
9,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
10,0.26601107362980536,0.22314828992109376,0.24585001474648885,0.264990621702612
11,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
12,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
13,0.26601107362980536,0.22314828992109376,0.24585001474648885,0.264990621702612
14,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
15,0.23362195613482192,0.27537464701122566,0.2681851088176725,0.22281828803627995
16,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
17,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
18,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
19,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
20,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
21,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
22,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
23,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
24,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
25,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
26,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
27,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
28,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
29,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
30,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
31,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
32,0.23799130504282065,0.2632008603686128,0.26868401752672877,0.2301238170618377
33,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
34,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
35,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
36,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
37,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
38,0.26601107362980536,0.22314828992109376,0.24585001474648885,0.264990621702612
39,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
40,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
41,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
42,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
43,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
44,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
45,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
46,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
47,0.23124901403403295,0.2779598736088482,0.26806915943473864,0.22272195292238015
48,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
49,0.23122107441978484,0.2806205987612394,0.2654632832673241,0.22269504355165165
50,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
51,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
52,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
53,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
54,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
55,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
56,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
57,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
58,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
59,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
60,0.26592424553305793,0.22307545257247546,0.2422751163401117,0.268725185554355
61,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
62,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
63,0.23118852095812464,0.28286474811311707,0.26328304046453754,0.2226636904642207
64,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
65,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
66,0.26604605421212685,0.22317763402703253,0.2477706226842067,0.2630056890766339
67,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
68,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
69,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
70,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
71,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
72,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
73,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
74,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
75,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
76,0.22586268123023334,0.29327077109188293,0.2585867791602647,0.22227976851761902
77,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
78,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
79,0.26601107362980536,0.22314828992109376,0.24585001474648885,0.264990621702612
80,0.26542355738256973,0.22265544109310118,0.23036195635270537,0.2815590451716238
81,0.27015733318767476,0.22757463582045895,0.26844164443232627,0.23382638655954
