,0,1,2,3
0,0.99949,0.0004048948,9.9131474e-05,5.9359822e-06
1,0.9998714,2.1014739e-07,2.5119673e-06,0.00012590569
2,0.00068609667,8.6483163e-07,0.0018470859,0.99746597
3,0.00054447923,9.646657e-06,1.2479029e-06,0.99944466
4,7.500959e-09,0.99999595,3.9974507e-06,7.3187245e-08
5,8.611925e-06,3.9529477e-06,5.4605665e-05,0.99993277
6,5.6937693e-05,1.4963149e-06,0.9998864,5.5118053e-05
7,7.1763534e-06,6.1114696e-07,3.6316937e-08,0.99999213
8,2.859006e-07,0.9995382,0.00045953892,2.0065968e-06
9,2.2356942e-07,0.9999994,3.689796e-07,2.251548e-08
10,0.9997893,9.070603e-08,0.00019526407,1.5342297e-05
11,0.0049429173,0.9950328,2.0480229e-05,3.767672e-06
12,0.99999666,1.8623237e-07,2.4419962e-06,6.836672e-07
13,0.0017239724,5.8338555e-06,0.0027625982,0.9955076
14,0.00046952773,2.0507454e-05,5.767622e-07,0.99950933
15,0.99904794,0.00068924704,4.5137673e-05,0.00021761941
16,0.9971295,0.00011423862,4.172769e-06,0.0027521006
17,9.5161745e-09,0.99999344,6.2454774e-06,3.3834385e-07
18,4.7482034e-05,7.537971e-07,2.710067e-05,0.99992466
19,7.725711e-06,0.99888414,0.0010878808,2.0202764e-05
20,0.0031088921,2.6759562e-07,0.9965082,0.00038264776
21,0.9955063,0.004485231,2.7078036e-06,5.771873e-06
22,3.3274125e-06,1.3300811e-08,6.1492183e-06,0.99999046
23,0.9998086,2.0519423e-05,1.1193954e-07,0.00017083326
24,1.1465378e-06,2.0861942e-06,1.3313656e-05,0.99998343
25,1.2677264e-08,0.99998164,1.824796e-05,5.277722e-08
26,1.5961567e-07,0.999926,7.34127e-05,4.113824e-07
27,1.857862e-05,4.3102636e-07,0.99994683,3.417203e-05
28,4.8079277e-05,1.0046599e-06,0.9991698,0.0007810899
29,0.9996809,0.0003041662,1.1622478e-05,3.317765e-06
30,8.206777e-06,4.8956914e-05,0.9998666,7.616056e-05
31,1.8781067e-08,0.9995845,0.00041533847,1.1629606e-07
32,1.893111e-08,4.3478044e-06,0.9999943,1.3623414e-06
33,1.6330217e-05,3.2830346e-06,0.99994564,3.4691388e-05
34,2.149615e-06,5.153964e-06,0.9999186,7.41521e-05
35,1.352928e-08,0.9999871,1.2132722e-05,7.2199936e-07
36,1.6895356e-09,0.99999845,1.4798352e-06,4.572655e-08
37,5.7111227e-09,0.99978644,0.00021334998,1.9742403e-07
38,0.9999341,4.699452e-08,2.9905183e-07,6.555282e-05
39,0.99399924,0.00018297565,1.6565821e-06,0.0058160853
40,4.253629e-08,0.99999976,1.5405455e-07,1.2054385e-08
41,1.8545802e-07,0.99997663,2.2352959e-05,8.277211e-07
42,5.5642005e-07,1.72195e-08,0.9999968,2.6558685e-06
43,1.6151075e-10,0.9998115,0.00018835923,2.0006048e-07
44,2.691745e-06,9.080894e-05,0.9998869,1.9659592e-05
45,0.9976962,1.7047435e-07,0.0021790783,0.00012446655
46,0.99993944,4.5832277e-07,1.8520599e-07,5.9964983e-05
47,1.4832412e-06,0.0005161418,0.99945277,2.9620216e-05
48,1.2833391e-07,0.9999925,6.3873445e-06,9.4388247e-07
49,4.5662714e-06,1.6461883e-05,0.9997696,0.00020939576
50,1.4245248e-05,0.9998808,9.622317e-05,8.704633e-06
51,0.002267173,3.820132e-06,3.038787e-06,0.997726
52,7.469559e-06,3.8403945e-07,5.743154e-05,0.9999347
53,6.087247e-10,0.99999905,9.638977e-07,1.6368563e-08
54,0.00022907888,7.4010495e-06,0.99965274,0.00011076517
55,2.1139775e-05,3.4357265e-06,6.5811804e-07,0.9999747
56,2.734891e-09,0.9999964,3.4739217e-06,1.2950177e-07
57,0.99610305,0.00022244605,0.0017867804,0.0018877428
58,0.9994273,3.38763e-07,0.00020815592,0.00036416532
59,0.99999964,3.795316e-09,3.0539385e-07,4.25388e-08
60,0.99619603,3.984092e-06,2.181095e-05,0.003778181
61,1.2074499e-06,0.99909914,0.00089760666,2.064243e-06
62,0.004064858,0.0001166621,3.190709e-07,0.9958182
63,2.984605e-07,9.351446e-06,0.99998796,2.4241133e-06
64,0.99996364,9.4320285e-09,2.2054739e-05,1.4254719e-05
65,1.5215201e-07,0.9997392,0.00026011013,5.4560894e-07
66,1.5952966e-06,1.9256507e-07,0.9994344,0.0005637487
